date,code,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2020-01-02,sh.000300,4121.3480,4172.6550,4121.3480,4152.2400,4096.5820,18211677184,270105530368.0000,3,0.663713,1,1.358645,0
